ID,wav,semantics,transcript
4040,fine-tune/20121213-0900-PLENARY-4-en_20121213-10:43:54_8,[],in the services area where we have created new opportunities for businesses to get information to start businesses easily in other countries we must exploit that.
4041,fine-tune/20121213-0900-PLENARY-4-en_20121213-10:43:54_9,[],but most governments are not promoting these opportunities.
4042,fine-tune/20121213-0900-PLENARY-4-en_20121213-10:43:54_10,[],they are not using the tools that we have already put in place.
4043,fine-tune/20121213-0900-PLENARY-4-en_20121213-10:43:54_12,[],every week i get a fresh report showing the importance of investment in digital infrastructure and its exploitation by business in creating jobs.
4044,fine-tune/20121213-0900-PLENARY-4-en_20121213-10:43:54_13,[{'type': 'person'| 'filler': 'viviane reding'}],i want to thank viviane reding for the part that she played in this when she was commissioner for communications and telecommunications.
4045,fine-tune/20121213-0900-PLENARY-4-en_20121213-10:43:54_14,[],we need to take advantage of this.
4046,fine-tune/20121213-0900-PLENARY-4-en_20121213-10:43:54_16,[],we need to get more businesses online.
4047,fine-tune/20121213-0900-PLENARY-4-en_20121213-10:43:54_17,[{'type': 'cardinal'| 'filler': 'one'}],that is the one growth area in our economy.
4048,fine-tune/20121213-0900-PLENARY-4-en_20121213-10:43:54_18,[{'type': 'gpe'| 'filler': 'european union'}],the latest reports show that the european union is the largest region in the world for e commerce.
4049,fine-tune/20121213-0900-PLENARY-4-en_20121213-10:43:54_19,[],now that is a huge prize to be exploited.
4050,fine-tune/20121213-0900-PLENARY-4-en_20121213-10:43:54_21,[],why are we not engaging our governments with the support of the commission and others in using these tools and coming out and creating those new jobs and opportunities?
4051,fine-tune/20121213-0900-PLENARY-4-en_20121213-11:36:30_0,[{'type': 'cardinal'| 'filler': 'millions'}],mr president the investment famine is forcing millions onto the dole reducing living standards and relentlessly depressing the domestic economy. the crippling banking debt loaded onto the shoulders of taxpayers is freezing country after country out of the sovereign bond market.
4052,fine-tune/20121213-0900-PLENARY-4-en_20121213-11:36:30_2,[],banks which are awash with cash could simply be instructed to lend for investment and growth which would provide much needed social capital create employment and bring about recovery.
4053,fine-tune/20121213-0900-PLENARY-4-en_20121213-11:36:30_3,[],the obstacle to growth is not a lack of fiscal discipline.
4054,fine-tune/20121213-0900-PLENARY-4-en_20121213-11:36:30_5,[],you cannot cut and tax your way out of that crisis.
4055,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:26:26_7,[{'type': 'org'| 'filler': 'council'}],on behalf of the council may i wish you all the best for the future.
4056,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:26:26_1,[{'type': 'gpe'| 'filler': 'czech republic'}| {'type': 'gpe'| 'filler': 'european union'}| {'type': 'date'| 'filler': 'five years'}| {'type': 'ordinal'| 'filler': 'first'}| {'type': 'date'| 'filler': 'five years'}],it is particularly significant for us that the five years of this legislature have coincided with the first five years of membership of the european union for the czech republic and for the other countries which joined at that time.
4057,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:26:26_3,[{'type': 'date'| 'filler': 'the last two and a half years'}| {'type': 'ordinal'| 'filler': 'first'}],i would first like to pay tribute to you mr president for the exemplary manner in which you have led this institution throughout the last two and a half years.
4058,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:26:26_15,[],there will be many new members.
4059,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:06:39_8,[{'type': 'person'| 'filler': 'emerson'}],moreover as the poet emerson taught us there is no such thing as history only biography.
4060,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:06:39_6,[],i hope you will write about your experiences and impressions.
4061,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:06:39_2,[],you were elected on the basis of a worthy pledge to engage our house in intercultural dialogue but your record reaches further than that.
4062,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:06:39_4,[],on parliamentary procedures you oversaw the reforms that many of us have long called for and through initiatives like europarl tv you have supported modern methods of communicating with our citizens.
4063,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:06:39_11,[],it will be interesting to see what plans future presidents will bring to expand on the role that you have played projecting the common values and principles that we hold dear.
4064,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:06:39_15,[],although i will not sit in this seat again i know you are aware that i am keen to try sitting where you are.
4065,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:06:39_12,[{'type': 'date'| 'filler': 'today'}],but today i think i can speak for many when i say that you have earned our respect and affection.
4066,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:06:39_14,[{'type': 'date'| 'filler': 'seven year'}| {'type': 'language'| 'filler': 'english'}| {'type': 'date'| 'filler': 'since two thousand and two'}],having led my group since two thousand and two i have a touch of what we call in english the seven year itch.
4067,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:06:39_10,[],it will be more powerful still under the lisbon treaty if and when it is eventually ratified.
4068,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:06:39_3,[{'type': 'person'| 'filler': 'pat cox'}],on members' allowances you concluded the vital work started by pat cox.
4069,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:06:39_5,[],that is a record to be proud of and a legacy on which your successors should build.
4070,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:06:39_1,[],our groups may not always agree but during your mandate you have proven an honest fair and unifying figure one whose modesty masks your many achievements.
4071,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:06:39_7,[],they will be too interesting to be left in the cold and powerful hands of oblivion.
4072,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:06:39_9,[{'type': 'org'| 'filler': 'parliament'}],this parliament has become more powerful over the years.
4073,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:23:28_9,[],instead let me say this the president of this chamber is meant to embody the entire house including those who espouse minority views and when you treat us differently you open the door to despotism.
4074,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:23:28_1,[{'type': 'org'| 'filler': 'parliament'}| {'type': 'norp'| 'filler': 'christian democrats'}],in all the time i have known you first as leader of the christian democrats and then as president of this parliament you have been a model of dignity restraint and courtesy.
4075,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:23:28_7,[],you chose arbitrarily to disapply those rules you did not seek to change them which would have required a certain amount of time you simply disregarded them.
4076,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:23:28_3,[],you will be very relieved no doubt to hear that i cannot recall ever having agreed with you. but in the career that we have both chosen we know that ideological commitment is a rare commodity and we value it even when we find it in an opponent.
4077,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:23:28_5,[{'type': 'law'| 'filler': 'constitutional treaty'}],those of us who wanted referendums on the constitutional treaty had made our point in peaceable explanations of vote.
4078,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:23:28_10,[{'type': 'cardinal'| 'filler': 'one'}],for example virtually every month there are demonstrations here about something or other and they are tolerated but when we held up placards with the one word referendum' you sent in the ushers to snatch away our banners and several of us were later fined.
4079,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:23:28_16,[],all organisations need their critics.
4080,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:23:28_18,[{'type': 'org'| 'filler': 'parliament'}| {'type': 'date'| 'filler': 'fifty years'}| {'type': 'ordinal'| 'filler': 'first'}| {'type': 'date'| 'filler': 'july'}],my friends i hope that there will be many more of us souverainistes here in july. for the first time in fifty years this parliament will have something in the nature of an official opposition.
4081,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:23:28_12,[{'type': 'norp'| 'filler': 'eurosceptic'}],it made you feel vulnerable and that made you tetchy and since you could hardly attack the voters directly you took out all your frustration on us the visible eurosceptic minority in this chamber.
4082,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:23:28_14,[],but from your own point of view i would urge you to be a bit more even handed in your dealings with those of us who are the minority.
4083,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:23:28_13,[{'type': 'gpe'| 'filler': 'brussels'}],colleagues i do not expect to change your minds about the desirability of centralising power in brussels.
4084,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:23:28_15,[],if only you could conquer your reflexive dislike for us you might find that it would bolster your own democratic credentials.
4085,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:23:28_19,[{'type': 'person'| 'filler': 'hans gert'}],it will be up to your successor hans gert how to deal with that opposition but i hope he will live up to the value of tolerance which this chamber keeps claiming to espouse.
4086,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:23:28_11,[{'type': 'cardinal'| 'filler': 'three'}],i can understand why the word referendum' causes so much disquiet in this chamber the electorates of three nations had rejected your constitutional model.
4087,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:23:28_17,[{'type': 'gpe'| 'filler': 'brussels'}| {'type': 'gpe'| 'filler': 'eu'}],your insistence that the eu is an absolute good and that any criticism of it is either dishonest or xenophobic has done you no favours because without critical scrutiny the brussels institutions become bloated self serving and corrupt.
4088,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:23:28_4,[{'type': 'law'| 'filler': 'rules of procedure'}],you will remember how we clashed over your interpretation of this house's rules of procedure.
4089,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:23:28_0,[],mr president some colleagues may find this hard to believe but i am going to miss you.
4090,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:23:28_6,[],our right to do so was set out unequivocally in the rules of procedure.
4091,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:23:28_8,[],this is not the time to have that argument all over again.
4092,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:20:29_14,[{'type': 'loc'| 'filler': 'europe'}| {'type': 'date'| 'filler': 'next four weeks'}],i hope in the next four weeks in this campaign that the voters of europe can see the real face of this project.
4093,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:20:29_16,[],you are bullying;
4094,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:20:29_18,[],you are anti democratic;
4095,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:20:29_5,[{'type': 'org'| 'filler': 'parliament'}| {'type': 'norp'| 'filler': 'irish'}| {'type': 'norp'| 'filler': 'dutch'}| {'type': 'norp'| 'filler': 'french'}],the defining moment for me in this house was when we had the french say no' we had the dutch say no' and then we had the irish say no' and this parliament wilfully carried on ignoring the wishes of the people.
4096,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:20:29_19,[],you are a complete shower!
4097,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:20:29_3,[{'type': 'person'| 'filler': 'vclav klaus'}],but sadly as president vclav klaus pointed out when he came here you do not actually think there should be any alternative view and as a result of that your presidency has been marked by your deeply prejudicial manner in the way in which you have treated the members of this house who have stood up and opposed the constitution
4098,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:20:29_17,[],you are threatening;
4099,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:20:29_9,[{'type': 'cardinal'| 'filler': 'three'}],if you believed in democracy you would not just bulldoze aside those three referendum results.
4100,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:20:29_15,[],you are nationalistic;
4101,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:20:29_13,[{'type': 'cardinal'| 'filler': 'one'}| {'type': 'org'| 'filler': 'socialists'}| {'type': 'person'| 'filler': 'martin schulz'}| {'type': 'person'| 'filler': 'danny cohn bendit'}],well he may have a point i do not know; but danny cohn bendit that great champion of free speech said that opponents of the treaty were mentally ill and martin schulz the leader of the socialists said after one of the no' votes that we must not bow to populism and that the no' votes opened the door to fascism.
4102,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:20:29_7,[{'type': 'norp'| 'filler': 'irish'}| {'type': 'cardinal'| 'filler': 'four hundred and ninety nine'}],no' means no' and it is truly incredible that four hundred and ninety nine members of this house voted to ignore the irish no' vote and to continue with the treaty.
4103,fine-tune/20090506-0900-PLENARY-6-en_20090506-13:20:29_1,[],yes because we have been providing the voice of opposition and in a democracy opposition is essential.
4104,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:47:00_5,[{'type': 'cardinal'| 'filler': 'one'}],but one thing does worry me which is that we must always balance security with freedom of expression and the right to privacy.
4105,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:50:47_4,[],but these can be safeguarded only in a free open and secure cyberspace.
4106,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:50:47_2,[],besides harmonisation of legislation it should be recognised that companies cannot deal with the challenge alone and new regulation should provide more and efficient legal tools and incentives encouraging safer behaviour by service providers and users.
4107,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:50:47_3,[],technological development allowed a previously unforeseen level of convenience ease of use of services and well being.
4108,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:58:40_21,[],we recognise and respect that.
4109,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:58:40_18,[{'type': 'org'| 'filler': 'council'}],with regard to encryption mentioned by a number of you when it comes to encryption in criminal investigations we are reviewing possible options and possible ways forward and we will revert both to the council and to this house.
4110,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:58:40_27,[],it explicitly encourages more proactive measures to tackle this scourge.
4111,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:58:40_16,[],we take a technologically neutral approach but we want to facilitate cross border cooperation and ensure that this crime is treated as seriously as it deserves to be.
4112,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:58:40_10,[{'type': 'gpe'| 'filler': 'european union'}],both network and centre would contribute to increased investment and reinforce capabilities across the european union.
4113,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:58:40_12,[],sadly it will continue and will continue to grow as long as it does appear to pay so we also need to take steps as well as building our resilience to improve deterrents and to make cybercrime easier to detect trace and prosecute.
4114,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:58:40_6,[],once that is fully implemented it will improve national cybersecurity capabilities enhance cooperation between member states and require operators in important economic sectors such as energy transport banking and health as well as digital service providers to adopt risk management measures and report major incidents to national authorities.
4115,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:58:40_23,[{'type': 'event'| 'filler': 'safer internet day'}],the annual safer internet day is a flagship event promoting awareness amongst children teachers and parents.
4116,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:58:40_8,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'org'| 'filler': 'enisa'}],resilience means being harder to attack and quicker to respond so a proposed cybersecurity act would revise the mandate of enisa and reinforce it. we are also proposing to introduce an eu certification framework for internet connected products and services.
4117,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:58:40_25,[{'type': 'gpe'| 'filler': 'eu'}],the commission is considering launching a major eu wide campaign covering online safety and cybersecurity for minors.
4118,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:58:40_9,[{'type': 'norp'| 'filler': 'european'}],building on the cybersecurity public private partnership the commission has said that we want to create a network of cybersecurity competence centres and a new european cybersecurity research and competence centre at its hub.
4119,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:58:40_24,[{'type': 'date'| 'filler': 'six february'}| {'type': 'event'| 'filler': 'safer internet day'}| {'type': 'date'| 'filler': 'next year'}],next year's safer internet day is on six february.
4120,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:58:40_13,[],we want law enforcement agencies to have the tools they need to tackle online crime effectively.
4121,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:58:40_7,[{'type': 'event'| 'filler': 'not petya'}| {'type': 'event'| 'filler': 'wannacry'}],however some of the attacks that we have seen recently like the wannacry' attack and the not petya' attack showed the need to do even more on resilience and on preparedness.
4122,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:58:40_3,[{'type': 'date'| 'filler': 'nineteen september'}],they can be achieved at a surprisingly low cost but with devastating effect and they pose a risk to our security and sometimes to our democratic processes and institutions. which is why we need to promote our cybersecurity and that indeed was the objective of the package of measures the commission issued on nineteen september. as a number of you have suggested
4123,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:58:40_28,[],i want to thank you again for your engagement on these issues.
4124,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:58:40_5,[{'type': 'law'| 'filler': 'directive on the security of network and information systems'}],we have the directive on the security of network and information systems.
4125,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:58:40_20,[],it has a key role in maintaining effective cybersecurity.
4126,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:58:40_19,[],but we recognise and we agree that strong encryption is key to how we use the internet.
4127,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:58:40_26,[{'type': 'date'| 'filler': 'last week'}],our communication last week on tackling illegal content online also set out guidelines to encourage more effective identification and removal of illegal content including material in relation to child sexual abuse.
4128,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:52:04_0,[],madam president this is an important and timely report on how our society deals with new emerging issues of safety and security online.
4129,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:52:04_1,[],these issues impact our private and public lives as well as the way we conduct our democratic politics.
4130,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:52:04_2,[],we must balance the need for safety online with privacy and we must guarantee freedom of expression and association while combating incitement to violence and radicalisation.
4131,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:52:04_3,[{'type': 'gpe'| 'filler': 'us'}| {'type': 'gpe'| 'filler': 'uk'}],it is also crucial that we protect our democratic institutions and elections from being hijacked such as during the uk referendum or recently in the us elections.
4132,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:52:04_4,[{'type': 'person'| 'filler': 'carole cadwalladr'}| {'type': 'org'| 'filler': 'cambridge analytica'}],we must legislate to prevent data mining companies like cambridge analytica using secret money to harvest private data and use it to disseminate disinformation as reported by the investigative journalist carole cadwalladr.
4133,fine-tune/20171002-0900-PLENARY-14-en_20171002-19:52:04_5,[{'type': 'gpe'| 'filler': 'eu'}],these are new challenges and only a large global actor like the eu can take action to tackle them.
4134,fine-tune/20160705-0900-PLENARY-12-en_20160705-15:15:35_3,[{'type': 'gpe'| 'filler': 'european union'}],it is an opportunity to examine the implementation of the multiannual financial framework and as the rapporteurs have said this is not a usual period in the history of the european union.
4135,fine-tune/20160705-0900-PLENARY-12-en_20160705-15:15:35_14,[],we have broadly speaking an agreement on the fact that we have to sharpen the link between money and priorities and make sure that we address top priorities with top euros.
4136,fine-tune/20160705-0900-PLENARY-12-en_20160705-15:15:35_10,[{'type': 'loc'| 'filler': 'europe'}],and how to make sure that the external challenges of europe are buffered appropriately with the use of our budget.
4137,fine-tune/20160705-0900-PLENARY-12-en_20160705-15:15:35_7,[],needs have gone up and resources are tighter.
4138,fine-tune/20160705-0900-PLENARY-12-en_20160705-15:15:35_9,[{'type': 'loc'| 'filler': 'europe'}],the young people who are jobless in europe; how to make sure that we have the capacity to address the flows of people coming seeking rescue or out of hopelessness;
4139,fine-tune/20160705-0900-PLENARY-12-en_20160705-15:15:35_18,[],from the commission side i can tell you that we are working with all we have to make the budget deliver more bigger and better results for our people to stretch every
4140,fine-tune/20160705-0900-PLENARY-12-en_20160705-15:15:35_19,[],euro to the maximum and to use our great creativity and flexibilities to do more with the money we have.
4141,fine-tune/20160705-0900-PLENARY-12-en_20160705-15:15:35_11,[],these are not easy questions and i can say that there are areas where there is very strong agreement and there are areas where there would be a lot of work to do. where we are in agreement is that we have to expand the flexibility of the budget.
4142,fine-tune/20160705-0900-PLENARY-12-en_20160705-15:15:35_6,[{'type': 'cardinal'| 'filler': 'one'}| {'type': 'gpe'| 'filler': 'european union'}| {'type': 'ordinal'| 'filler': 'first'}],in this context what we have in our hands is for the first time in the history of the european union a smaller budget than the one we had before.
4143,fine-tune/20160705-0900-PLENARY-12-en_20160705-15:15:35_17,[{'type': 'gpe'| 'filler': 'european union'}| {'type': 'org'| 'filler': 'monti group'}],we also know that the monti group is due to produce its report on own resources and that is going to be an incredibly sensitive and yet critical issue for the future of the european union.
4144,fine-tune/20160705-0900-PLENARY-12-en_20160705-15:15:35_13,[],we also have to simplify our rules to use the revision of the financial regulation to make it easier for money to get to where it is designated to go.
4145,fine-tune/20160705-0900-PLENARY-12-en_20160705-15:15:35_4,[{'type': 'date'| 'filler': 'since two thousand and eight'}],since two thousand and eight we have gone from one crisis to another.
4146,fine-tune/20160705-0900-PLENARY-12-en_20160705-15:15:35_15,[{'type': 'org'| 'filler': 'parliament'}| {'type': 'org'| 'filler': 'council'}],there are also very difficult questions and i am not going to shy away from those. the expectations in council and in parliament in terms of what we would deliver are quite diverse.
4147,fine-tune/20160705-0900-PLENARY-12-en_20160705-15:15:35_22,[],over everything we fund from the sacrifice of our taxpayers.
4148,fine-tune/20160705-0900-PLENARY-12-en_20160705-16:09:49_1,[{'type': 'ordinal'| 'filler': 'secondly'}| {'type': 'cardinal'| 'filler': 'three'}],three and secondly and i believe this is really essential we need to repeal the provision in the mff regulation that stipulates that the contingency margin has to be offset.
4149,fine-tune/20160705-0900-PLENARY-12-en_20160705-16:09:49_3,[],this provision means that every time we mobilise this margin we decrease the budget in other areas. we all have to understand that new priorities have to be financed with new funds with fresh money.
4150,fine-tune/20160705-0900-PLENARY-12-en_20160705-16:09:49_2,[],what does this mean?
4151,fine-tune/20160705-0900-PLENARY-12-en_20160705-16:35:32_28,[],looking to the future we will have to modernise the budget significantly and modernisation is not only on the expenditure side.
4152,fine-tune/20160705-0900-PLENARY-12-en_20160705-16:35:32_14,[{'type': 'loc'| 'filler': 'europe'}],it moves from one place to another but in a world that is unfortunately so severely undermined by conflicts and violent extremism given the geography which we have in europe there are no walls that can be built to stop the flow of people.
4153,fine-tune/20160705-0900-PLENARY-12-en_20160705-16:35:32_3,[],we do that with the internal market but of course the budget is the fuel for this convergence engine.
4154,fine-tune/20160705-0900-PLENARY-12-en_20160705-16:35:32_18,[],weather that comes with unmitigated climate change.
4155,fine-tune/20160705-0900-PLENARY-12-en_20160705-16:35:32_7,[],we have to use the mid term review to see how we can do better in terms of aligning the budget with the priorities in a fast moving world.
4156,fine-tune/20160705-0900-PLENARY-12-en_20160705-16:35:32_1,[{'type': 'date'| 'filler': 'twentieth century'}| {'type': 'cardinal'| 'filler': 'one'}| {'type': 'gpe'| 'filler': 'eu'}],i have listened very carefully and i want to start from the recognition that came from many of you that we have a new budget for a reason and the reason is that in the eu we have invented one of the best achievements of the twentieth century
4157,fine-tune/20160705-0900-PLENARY-12-en_20160705-16:35:32_9,[{'type': 'loc'| 'filler': 'europe'}],how can we get more innovation to generate smes that push europe forward in competitive terms;
4158,fine-tune/20160705-0900-PLENARY-12-en_20160705-16:07:50_6,[{'type': 'law'| 'filler': 'article fifty'}],but until the government actually triggers article fifty uncertainty is going to continue everywhere.
4159,fine-tune/20160705-0900-PLENARY-12-en_20160705-16:07:50_8,[{'type': 'norp'| 'filler': 'british'}],the british government needs to hurry up it needs to get a prime minister chosen and it needs to start the process.
4160,fine-tune/20160705-0900-PLENARY-12-en_20160705-16:07:50_4,[{'type': 'norp'| 'filler': 'british'}],they think that it is a delaying tactic for british politicians to try to wriggle out of the result.
4161,fine-tune/20160705-0900-PLENARY-12-en_20160705-16:07:50_9,[],we all need certainty.
4162,fine-tune/20160705-0900-PLENARY-12-en_20160705-16:07:50_1,[{'type': 'gpe'| 'filler': 'european union'}],the european union has changed the issues have changed the world has changed and indeed it makes sense that you would want to make sure that you plan for that.
4163,fine-tune/20160705-0900-PLENARY-12-en_20160705-15:21:14_3,[{'type': 'gpe'| 'filler': 'eu'}],to raise the ceilings for both payments and commitment appropriations and the creation of a permanent crisis reserve to address the short term crisis without cutting into the long term policies that are vital for addressing the root causes. so in these turbulent times i think it is really vital that the eu stands for its values as the world's largest aid donor supporting the most vulnerable globally.
4164,fine-tune/20160705-0900-PLENARY-12-en_20160705-15:21:14_2,[{'type': 'cardinal'| 'filler': 'four'}| {'type': 'loc'| 'filler': 'africa'}],at the same time the ongoing turbulence in africa and elsewhere will be detrimental to our own future security and the consequences of climate change are plain for all to see. we have seen a spike in natural disasters across the world. that is why our committee wants a genuine revision that increases heading four
4165,fine-tune/20160705-0900-PLENARY-12-en_20160705-16:19:12_1,[{'type': 'gpe'| 'filler': 'eu'}],we should be spending more of the eu budget on creating growth and jobs.
4166,fine-tune/20160705-0900-PLENARY-12-en_20160705-16:19:12_2,[],so for example we should be spending more of the budget on structural funds to create investment in infrastructure and training projects.
4167,fine-tune/20160705-0900-PLENARY-12-en_20160705-16:19:12_3,[{'type': 'gpe'| 'filler': 'european union'}],we should be supporting the continuation of the youth employment initiative as youth unemployment remains a scandal right across the european union.
4168,fine-tune/20160705-0900-PLENARY-12-en_20160705-16:19:12_4,[],we should also be supporting more investment in innovation research and development for our businesses and for our universities.
4169,fine-tune/20160705-0900-PLENARY-12-en_20160705-16:19:12_6,[],we also need a more flexible budget to deal with crises as they arise.
4170,fine-tune/20160705-0900-PLENARY-12-en_20160705-16:19:12_7,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'event'| 'filler': 'brexit'}],for example the refugee crisis has been mentioned but also we have a crisis because of brexit. there is no doubt that regions across the eu will now face a cut in funding because of that.
4171,fine-tune/20120201-0900-PLENARY-12-en_20120201-19:45:57_1,[{'type': 'gpe'| 'filler': 'moscow'}| {'type': 'gpe'| 'filler': 'russia'}| {'type': 'org'| 'filler': 'european parliament'}],every time the european parliament discusses the situation in russia its counterparts in moscow express their discontent about foreigners getting involved in their domestic home affairs.
4172,fine-tune/20120201-0900-PLENARY-12-en_20120201-19:45:57_6,[{'type': 'norp'| 'filler': 'russian'}],the demonstrations by russian citizens show that people want free and fair elections.
4173,fine-tune/20120201-0900-PLENARY-12-en_20120201-20:03:06_3,[{'type': 'norp'| 'filler': 'russians'}],i do not think it really reflects the attitudes of russians.
4174,fine-tune/20120201-0900-PLENARY-12-en_20120201-20:03:06_4,[{'type': 'gpe'| 'filler': 'russia'}],on my recent visits to russia i found really very deep discontent with the decline in democracy in that very important country.
4175,fine-tune/20120201-0900-PLENARY-12-en_20120201-20:03:06_2,[{'type': 'gpe'| 'filler': 'russia'}],what we say in our official statements in relation to russia is very modest.
4176,fine-tune/20120201-0900-PLENARY-12-en_20120201-20:03:06_6,[{'type': 'gpe'| 'filler': 'russia'}| {'type': 'person'| 'filler': 'grigory yavlinsky'}| {'type': 'person'| 'filler': 'ayman nour'}| {'type': 'gpe'| 'filler': 'egypt'}],this so called managed democracy' might be acceptable in egypt where my friend ayman nour has been prevented from standing as a candidate in the presidential elections but it is wholly ridiculous that grigory yavlinsky has been banned from standing as a presidential candidate in russia.
4177,fine-tune/20120201-0900-PLENARY-12-en_20120201-20:19:33_4,[{'type': 'norp'| 'filler': 'russian'}],there remains the question of the behaviour of the russian voters.
4178,fine-tune/20120201-0900-PLENARY-12-en_20120201-20:07:06_7,[{'type': 'norp'| 'filler': 'putin'}| {'type': 'org'| 'filler': 'bbc'}],the bbc is guilty of gross journalistic irresponsibility and this shows once again that putin's is a gangster regime.
4179,fine-tune/20120201-0900-PLENARY-12-en_20120201-20:07:06_2,[{'type': 'gpe'| 'filler': 'moscow'}| {'type': 'norp'| 'filler': 'russian'}| {'type': 'org'| 'filler': 'mi six'}| {'type': 'org'| 'filler': 'kremlin'}],the kremlin had accused mi six of funding russian human rights groups and other ngos and using a fake rock located in a moscow square filled with electronic equipment to communicate with their secret agents.
4180,fine-tune/20120201-0900-PLENARY-12-en_20120201-20:07:06_4,[{'type': 'loc'| 'filler': 'the west'}| {'type': 'org'| 'filler': 'golos'}| {'type': 'org'| 'filler': 'memorial'}| {'type': 'cardinal'| 'filler': 'two'}| {'type': 'org'| 'filler': 'fsb'}],the fsb reacted promptly publicly accusing two leading ngos memorial and golos of being subversive and extremist organisations funded by the west.
4181,fine-tune/20120201-0900-PLENARY-12-en_20120201-20:23:56_4,[{'type': 'norp'| 'filler': 'european'}| {'type': 'norp'| 'filler': 'russian'}],it seems to me that this is a politically motivated move and a blatant disregard of democratic principles and international standards which will deny the russian people the choice of an open democratic modern european perspective.
